genre,title,author,pages,unique_key,average_rating,book_description
romantic,Paris Is Always a Good Idea,by Jenn McKinlay (Goodreads Author),334 pages,https://www.goodreads.com/book/show/48710236-paris-is-always-a-good-idea,3.81,"It's been seven years since Chelsea Martin embarked on her yearlong post-college European adventure. Since then, she's lost her mother to cancer and watched her sister marry twice, while Chelsea's thrown herself into work, becoming one of the most talented fundraisers for the American Cancer Coalition, and with the exception of one annoyingly competent coworker, Jason Knightley, her status as most talented fundraiser is unquestioned.

When her introverted mathematician father announces he's getting remarried, Chelsea is forced to acknowledge that her life stopped after her mother died, and that the last time she can remember being happy, in love, or enjoying her life was on her gap year. Inspired to retrace her steps--to find Colin in Ireland, Jean Claude in France, and Marcelino in Italy--Chelsea hopes that one of these three men who stole her heart so many years ago, can help her find it again.

From the start of her journey nothing goes as planned, but as Chelsea reconnects with her old self, she also finds love in the very last place she expected."
romantic,Two By Two,by Nicholas Sparks (Goodreads Author),486 pages,https://www.goodreads.com/book/show/40669990-two-by-two,3.92,"#1 New York Times bestselling author Nicholas Sparks returns with an emotionally powerful story of unconditional love, its challenges, its risks and most of all, its rewards.

At 32, Russell Green has it all: a stunning wife, a lovable six year-old daughter, a successful career as an advertising executive and an expansive home in Charlotte. He is living the dream, and his marriage to the bewitching Vivian is the center of that. But underneath the shiny surface of this perfect existence, fault lines are beginning to appear...and no one is more surprised than Russ when he finds every aspect of the life he took for granted turned upside down. In a matter of months, Russ finds himself without a job or wife, caring for his young daughter while struggling to adapt to a new and baffling reality. Throwing himself into the wilderness of single parenting, Russ embarks on a journey at once terrifying and rewarding—one that will test his abilities and his emotional resources beyond anything he ever imagined."
romantic,Meant to Be,by Melody Grace (Goodreads Author),292 pages,https://www.goodreads.com/book/show/33533496-meant-to-be,4.13,"Millions of readers around the world have fallen in love with Melody Grace’s bestselling contemporary romances. Now discover the romance, laughter, and happily-ever-afters waiting for you in her new series, Sweetbriar Cove!

Poppy Somerville believes in happily-ever-after. It’s the reason her romance novels have won devoted readers all over the world—and why she’s broken off her engagement just weeks before the wedding instead of settling for less than true love. Escaping to her aunt’s beach cottage in Sweetbriar Cove, Poppy is looking for inspiration to end her writer’s block and finish her new book. She just wasn’t counting on the handsome, gruff contractor making such a racket next door…

Cooper Nicholson doesn’t believe in soul-mates. He thought he’d found his forever once, and the world proved him wrong, so when the cute brunette comes storming over and demands he keep the noise down, romance is the last thing on his mind. But his new neighbor is full of surprises, and soon, their chemistry is too hot to ignore.

As they grow closer, they discover fiction has nothing on the plot twists life has in store. But will Cooper find a way to let go of the past and risk his heart again? And can Poppy find her happy ending — on and off the page?

Find out in the new sweet and sexy small-town romance from New York Times bestselling author, Melody Grace!"
romantic,Unforgettable,by Melanie Harlow (Goodreads Author),309 pages,https://www.goodreads.com/book/show/52912810-unforgettable,4.37,"Back then, I had it all.
Wicked fastball. Killer instinct. Cocky grin. Full package.
(And believe me, I knew how to score.)
My senior year, I was a first round draft pick with a two-million-dollar signing bonus. Before I could even legally buy myself a beer, I made my Major League debut.

Point is, I was invincible.
Until one day I wasn’t.

After tanking my career—during the World Series, no less—the last thing I want to do is return to my hometown, where every jerk in a ball cap has an opinion about what went wrong with my arm.
So when my sister drags me back to town for her wedding, I vow to get in and out of there as quickly as possible.
Then I run into April Sawyer.

In high school we were just friends, but I’d always wanted her, and I’d never forgotten her—the red hair, the incredible smile, the crazy, reckless thing we did in the back of my truck the night we said goodbye.

It’s been eighteen years, but one look at her and I feel like my old self again. I can still make her laugh, she can still take me down a notch, and when the chemistry between us explodes, it’s even hotter this time around—and I don’t want it to end.

But just when I think I’m ready to let go of the past and get back in the game, life throws me a curveball I never saw coming.

Don't miss the final book in the Cloverleigh Farms series!"
romantic,P.S. from Paris,"by Marc Levy (Goodreads Author), Sam Taylor (Translator)",290 pages,https://www.goodreads.com/book/show/34036335-p-s-from-paris,3.71,"From Marc Levy, the most-read French author alive today, comes a modern-day love story between a famous actress hiding in Paris and a bestselling writer lying to himself. They knew their friendship was going to be complicated, but love—and the City of Lights—just might find a way.

On the big screen, Mia plays a woman in love. But in real life, she’s an actress in need of a break from her real-life philandering husband—the megastar who plays her romantic interest in the movies. So she heads across the English Channel to hide in Paris behind a new haircut, fake eyeglasses, and a waitressing job at her best friend’s restaurant.

Paul is an American author hoping to recapture the fame of his first novel. When his best friend surreptitiously sets him up with Mia through a dating website, Paul and Mia’s relationship status is “complicated.”

Even though everything about Paris seems to be nudging them together, the two lonely ex-pats resist, concocting increasingly far-fetched strategies to stay “just friends.” A feat easier said than done, as fate has other plans in store. Is true love waiting for them in a postscript?"
romantic,Pride and Prejudice,"by Jane Austen, Anna Quindlen (Introduction)",279 pages,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,4.26,
romantic,The Fault in Our Stars,by John Green (Goodreads Author),313 pages,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,4.20,
romantic,Twilight,by Stephenie Meyer,501 pages,https://www.goodreads.com/book/show/41865.Twilight,3.60,"About three things I was absolutely positive.

First, Edward was a vampire.

Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.

And third, I was unconditionally and irrevocably in love with him.

Deeply seductive and extraordinarily suspenseful, Twilight is a love story with bite."
romantic,The Notebook,by Nicholas Sparks (Goodreads Author),227 pages,https://www.goodreads.com/book/show/33648131-the-notebook,4.11,"Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.

Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. It is a story of miracles and emotions that will stay with you forever."
romantic,Jane Eyre,"by Charlotte Brontë, Michael Mason (Editor), Barnett Freedman (Illustrator)",532 pages,https://www.goodreads.com/book/show/10210.Jane_Eyre,4.13,
romantic,Eleanor & Park,by Rainbow Rowell (Goodreads Author),328 pages,https://www.goodreads.com/book/show/15745753-eleanor-park,4.05,
romantic,The Time Traveler's Wife,by Audrey Niffenegger (Goodreads Author),500 pages,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,3.98,
romantic,Me Before You,by Jojo Moyes (Goodreads Author),369 pages,https://www.goodreads.com/book/show/17347634-me-before-you,4.26,"From the #1 New York Times bestselling author of The Giver of Stars, discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.

They had nothing in common until love gave them everything to lose . . .

Louisa Clark is an ordinary girl living an exceedingly ordinary life—steady boyfriend, close family—who has barely been farther afield than their tiny village. She takes a badly needed job working for ex–Master of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.

Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.

A Love Story for this generation and perfect for fans of John Green’s The Fault in Our Stars, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?"
romantic,Romeo and Juliet,"by William Shakespeare, Paul Werstine (Editor), Barbara A. Mowat (Editor), Paavo Emil Cajander (Translator)",301 pages,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,3.75,
romantic,Sense and Sensibility,"by Jane Austen, Tony Tanner (Introduction), Ros Ballaster (Introduction/Editor)",409 pages,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,4.07,
romantic,Fifty Shades of Grey,by E.L. James (Goodreads Author),356 pages,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,3.66,
romantic,New Moon,by Stephenie Meyer,565 pages,https://www.goodreads.com/book/show/22857914-new-moon,3.54,"This is an alternate cover edition for ISBN10: 0316160199 / ISBN13: 9780316160193.

I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my"
romantic,Eclipse,by Stephenie Meyer,629 pages,https://www.goodreads.com/book/show/428263.Eclipse,3.70,
romantic,Breaking Dawn,by Stephenie Meyer,756 pages,https://www.goodreads.com/book/show/1162543.Breaking_Dawn,3.70,
romantic,Wuthering Heights,"by Emily Brontë, Richard J. Dunn (Editor), David Timson (Narrator), Charlotte Brontë (Commentary), Robert Heindel (Illustrator)",456 pages,https://www.goodreads.com/book/show/30231339-wuthering-heights,3.86,"This is a redesigned cover for ISBN: 0393978893/ISBN-13: 9780393978896.

The text of the novel is based on the first edition of 1847.

For the Fourth Edition, the editor collated the 1847 text with the two modern texts (Norton’s William J. Sale collation and the Clarendon), and found a great number of variants, including accidentals. This discovery led to changes in the body o"
